api_name,example_name,example_url,usage_type,notes
WebGPURenderer,webgpu_textures_2d-array,https://threejs.org/examples/#webgpu_textures_2d-array,primary,Core rendering infrastructure
Scene,webgpu_textures_2d-array,https://threejs.org/examples/#webgpu_textures_2d-array,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_textures_2d-array,https://threejs.org/examples/#webgpu_textures_2d-array,primary,PerspectiveCamera view projection
TextGeometry,webgpu_textures_2d-array,https://threejs.org/examples/#webgpu_textures_2d-array,secondary,
WebGPURenderer,webgpu_textures_2d-array_compressed,https://threejs.org/examples/#webgpu_textures_2d-array_compressed,primary,Core rendering infrastructure
Scene,webgpu_textures_2d-array_compressed,https://threejs.org/examples/#webgpu_textures_2d-array_compressed,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_textures_2d-array_compressed,https://threejs.org/examples/#webgpu_textures_2d-array_compressed,primary,PerspectiveCamera view projection
TextGeometry,webgpu_textures_2d-array_compressed,https://threejs.org/examples/#webgpu_textures_2d-array_compressed,secondary,
WebGPURenderer,webgpu_textures_anisotropy,https://threejs.org/examples/#webgpu_textures_anisotropy,primary,Core rendering infrastructure
Scene,webgpu_textures_anisotropy,https://threejs.org/examples/#webgpu_textures_anisotropy,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_textures_anisotropy,https://threejs.org/examples/#webgpu_textures_anisotropy,primary,PerspectiveCamera view projection
MeshPhysicalMaterial,webgpu_textures_anisotropy,https://threejs.org/examples/#webgpu_textures_anisotropy,secondary,MeshPhysicalMaterial shading model
TextGeometry,webgpu_textures_anisotropy,https://threejs.org/examples/#webgpu_textures_anisotropy,secondary,
WebGPURenderer,webgpu_textures_partialupdate,https://threejs.org/examples/#webgpu_textures_partialupdate,primary,Core rendering infrastructure
Scene,webgpu_textures_partialupdate,https://threejs.org/examples/#webgpu_textures_partialupdate,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_textures_partialupdate,https://threejs.org/examples/#webgpu_textures_partialupdate,primary,PerspectiveCamera view projection
TextGeometry,webgpu_textures_partialupdate,https://threejs.org/examples/#webgpu_textures_partialupdate,secondary,
WebGPURenderer,webgpu_tonemapping,https://threejs.org/examples/#webgpu_tonemapping,primary,Core rendering infrastructure
Scene,webgpu_tonemapping,https://threejs.org/examples/#webgpu_tonemapping,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tonemapping,https://threejs.org/examples/#webgpu_tonemapping,primary,PerspectiveCamera view projection
ToneMapping,webgpu_tonemapping,https://threejs.org/examples/#webgpu_tonemapping,secondary,
WebGPURenderer,webgpu_tsl_angular_slicing,https://threejs.org/examples/#webgpu_tsl_angular_slicing,primary,Core rendering infrastructure
Scene,webgpu_tsl_angular_slicing,https://threejs.org/examples/#webgpu_tsl_angular_slicing,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_angular_slicing,https://threejs.org/examples/#webgpu_tsl_angular_slicing,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_angular_slicing,https://threejs.org/examples/#webgpu_tsl_angular_slicing,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_compute_attractors_particles,https://threejs.org/examples/#webgpu_tsl_compute_attractors_particles,primary,Core rendering infrastructure
Scene,webgpu_tsl_compute_attractors_particles,https://threejs.org/examples/#webgpu_tsl_compute_attractors_particles,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_compute_attractors_particles,https://threejs.org/examples/#webgpu_tsl_compute_attractors_particles,primary,PerspectiveCamera view projection
ComputeNode,webgpu_tsl_compute_attractors_particles,https://threejs.org/examples/#webgpu_tsl_compute_attractors_particles,primary,WebGPU compute shader node
TSL,webgpu_tsl_compute_attractors_particles,https://threejs.org/examples/#webgpu_tsl_compute_attractors_particles,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_earth,https://threejs.org/examples/#webgpu_tsl_earth,primary,Core rendering infrastructure
Scene,webgpu_tsl_earth,https://threejs.org/examples/#webgpu_tsl_earth,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_earth,https://threejs.org/examples/#webgpu_tsl_earth,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_earth,https://threejs.org/examples/#webgpu_tsl_earth,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_editor,https://threejs.org/examples/#webgpu_tsl_editor,primary,Core rendering infrastructure
Scene,webgpu_tsl_editor,https://threejs.org/examples/#webgpu_tsl_editor,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_editor,https://threejs.org/examples/#webgpu_tsl_editor,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_editor,https://threejs.org/examples/#webgpu_tsl_editor,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_galaxy,https://threejs.org/examples/#webgpu_tsl_galaxy,primary,Core rendering infrastructure
Scene,webgpu_tsl_galaxy,https://threejs.org/examples/#webgpu_tsl_galaxy,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_galaxy,https://threejs.org/examples/#webgpu_tsl_galaxy,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_galaxy,https://threejs.org/examples/#webgpu_tsl_galaxy,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_halftone,https://threejs.org/examples/#webgpu_tsl_halftone,primary,Core rendering infrastructure
Scene,webgpu_tsl_halftone,https://threejs.org/examples/#webgpu_tsl_halftone,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_halftone,https://threejs.org/examples/#webgpu_tsl_halftone,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_halftone,https://threejs.org/examples/#webgpu_tsl_halftone,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_interoperability,https://threejs.org/examples/#webgpu_tsl_interoperability,primary,Core rendering infrastructure
Scene,webgpu_tsl_interoperability,https://threejs.org/examples/#webgpu_tsl_interoperability,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_interoperability,https://threejs.org/examples/#webgpu_tsl_interoperability,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_interoperability,https://threejs.org/examples/#webgpu_tsl_interoperability,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_procedural_terrain,https://threejs.org/examples/#webgpu_tsl_procedural_terrain,primary,Core rendering infrastructure
Scene,webgpu_tsl_procedural_terrain,https://threejs.org/examples/#webgpu_tsl_procedural_terrain,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_procedural_terrain,https://threejs.org/examples/#webgpu_tsl_procedural_terrain,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_procedural_terrain,https://threejs.org/examples/#webgpu_tsl_procedural_terrain,primary,Three.js Shading Language for node-based shaders
PlaneGeometry,webgpu_tsl_procedural_terrain,https://threejs.org/examples/#webgpu_tsl_procedural_terrain,secondary,
WebGPURenderer,webgpu_tsl_raging_sea,https://threejs.org/examples/#webgpu_tsl_raging_sea,primary,Core rendering infrastructure
Scene,webgpu_tsl_raging_sea,https://threejs.org/examples/#webgpu_tsl_raging_sea,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_raging_sea,https://threejs.org/examples/#webgpu_tsl_raging_sea,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_raging_sea,https://threejs.org/examples/#webgpu_tsl_raging_sea,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_transpiler,https://threejs.org/examples/#webgpu_tsl_transpiler,primary,Core rendering infrastructure
Scene,webgpu_tsl_transpiler,https://threejs.org/examples/#webgpu_tsl_transpiler,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_transpiler,https://threejs.org/examples/#webgpu_tsl_transpiler,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_transpiler,https://threejs.org/examples/#webgpu_tsl_transpiler,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_vfx_flames,https://threejs.org/examples/#webgpu_tsl_vfx_flames,primary,Core rendering infrastructure
Scene,webgpu_tsl_vfx_flames,https://threejs.org/examples/#webgpu_tsl_vfx_flames,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_vfx_flames,https://threejs.org/examples/#webgpu_tsl_vfx_flames,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_vfx_flames,https://threejs.org/examples/#webgpu_tsl_vfx_flames,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_vfx_linkedparticles,https://threejs.org/examples/#webgpu_tsl_vfx_linkedparticles,primary,Core rendering infrastructure
Scene,webgpu_tsl_vfx_linkedparticles,https://threejs.org/examples/#webgpu_tsl_vfx_linkedparticles,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_vfx_linkedparticles,https://threejs.org/examples/#webgpu_tsl_vfx_linkedparticles,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_vfx_linkedparticles,https://threejs.org/examples/#webgpu_tsl_vfx_linkedparticles,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_vfx_tornado,https://threejs.org/examples/#webgpu_tsl_vfx_tornado,primary,Core rendering infrastructure
Scene,webgpu_tsl_vfx_tornado,https://threejs.org/examples/#webgpu_tsl_vfx_tornado,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_vfx_tornado,https://threejs.org/examples/#webgpu_tsl_vfx_tornado,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_vfx_tornado,https://threejs.org/examples/#webgpu_tsl_vfx_tornado,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_tsl_wood,https://threejs.org/examples/#webgpu_tsl_wood,primary,Core rendering infrastructure
Scene,webgpu_tsl_wood,https://threejs.org/examples/#webgpu_tsl_wood,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_tsl_wood,https://threejs.org/examples/#webgpu_tsl_wood,primary,PerspectiveCamera view projection
TSL,webgpu_tsl_wood,https://threejs.org/examples/#webgpu_tsl_wood,primary,Three.js Shading Language for node-based shaders
WebGPURenderer,webgpu_video_frame,https://threejs.org/examples/#webgpu_video_frame,primary,Core rendering infrastructure
Scene,webgpu_video_frame,https://threejs.org/examples/#webgpu_video_frame,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_video_frame,https://threejs.org/examples/#webgpu_video_frame,primary,PerspectiveCamera view projection
VideoTexture,webgpu_video_frame,https://threejs.org/examples/#webgpu_video_frame,secondary,
WebGPURenderer,webgpu_video_panorama,https://threejs.org/examples/#webgpu_video_panorama,primary,Core rendering infrastructure
Scene,webgpu_video_panorama,https://threejs.org/examples/#webgpu_video_panorama,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_video_panorama,https://threejs.org/examples/#webgpu_video_panorama,primary,PerspectiveCamera view projection
CubeTextureLoader,webgpu_video_panorama,https://threejs.org/examples/#webgpu_video_panorama,primary,Loads CubeTexture format assets
VideoTexture,webgpu_video_panorama,https://threejs.org/examples/#webgpu_video_panorama,secondary,
WebGPURenderer,webgpu_volume_caustics,https://threejs.org/examples/#webgpu_volume_caustics,primary,Core rendering infrastructure
Scene,webgpu_volume_caustics,https://threejs.org/examples/#webgpu_volume_caustics,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_volume_caustics,https://threejs.org/examples/#webgpu_volume_caustics,primary,PerspectiveCamera view projection
DataTexture3D,webgpu_volume_caustics,https://threejs.org/examples/#webgpu_volume_caustics,secondary,
CausticsEffect,webgpu_volume_caustics,https://threejs.org/examples/#webgpu_volume_caustics,secondary,
WebGPURenderer,webgpu_volume_cloud,https://threejs.org/examples/#webgpu_volume_cloud,primary,Core rendering infrastructure
Scene,webgpu_volume_cloud,https://threejs.org/examples/#webgpu_volume_cloud,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_volume_cloud,https://threejs.org/examples/#webgpu_volume_cloud,primary,PerspectiveCamera view projection
DataTexture3D,webgpu_volume_cloud,https://threejs.org/examples/#webgpu_volume_cloud,secondary,
WebGPURenderer,webgpu_volume_lighting,https://threejs.org/examples/#webgpu_volume_lighting,primary,Core rendering infrastructure
Scene,webgpu_volume_lighting,https://threejs.org/examples/#webgpu_volume_lighting,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_volume_lighting,https://threejs.org/examples/#webgpu_volume_lighting,primary,PerspectiveCamera view projection
DataTexture3D,webgpu_volume_lighting,https://threejs.org/examples/#webgpu_volume_lighting,secondary,
WebGPURenderer,webgpu_volume_lighting_rectarea,https://threejs.org/examples/#webgpu_volume_lighting_rectarea,primary,Core rendering infrastructure
Scene,webgpu_volume_lighting_rectarea,https://threejs.org/examples/#webgpu_volume_lighting_rectarea,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_volume_lighting_rectarea,https://threejs.org/examples/#webgpu_volume_lighting_rectarea,primary,PerspectiveCamera view projection
DataTexture3D,webgpu_volume_lighting_rectarea,https://threejs.org/examples/#webgpu_volume_lighting_rectarea,secondary,
WebGPURenderer,webgpu_volume_lighting_traa,https://threejs.org/examples/#webgpu_volume_lighting_traa,primary,Core rendering infrastructure
Scene,webgpu_volume_lighting_traa,https://threejs.org/examples/#webgpu_volume_lighting_traa,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_volume_lighting_traa,https://threejs.org/examples/#webgpu_volume_lighting_traa,primary,PerspectiveCamera view projection
DataTexture3D,webgpu_volume_lighting_traa,https://threejs.org/examples/#webgpu_volume_lighting_traa,secondary,
WebGPURenderer,webgpu_volume_perlin,https://threejs.org/examples/#webgpu_volume_perlin,primary,Core rendering infrastructure
Scene,webgpu_volume_perlin,https://threejs.org/examples/#webgpu_volume_perlin,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_volume_perlin,https://threejs.org/examples/#webgpu_volume_perlin,primary,PerspectiveCamera view projection
DataTexture3D,webgpu_volume_perlin,https://threejs.org/examples/#webgpu_volume_perlin,secondary,
WebGPURenderer,webgpu_water,https://threejs.org/examples/#webgpu_water,primary,Core rendering infrastructure
Scene,webgpu_water,https://threejs.org/examples/#webgpu_water,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_water,https://threejs.org/examples/#webgpu_water,primary,PerspectiveCamera view projection
Water,webgpu_water,https://threejs.org/examples/#webgpu_water,primary,Water surface simulation
WebGPURenderer,webgpu_xr_rollercoaster,https://threejs.org/examples/#webgpu_xr_rollercoaster,primary,Core rendering infrastructure
Scene,webgpu_xr_rollercoaster,https://threejs.org/examples/#webgpu_xr_rollercoaster,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_xr_rollercoaster,https://threejs.org/examples/#webgpu_xr_rollercoaster,primary,PerspectiveCamera view projection
XRSession,webgpu_xr_rollercoaster,https://threejs.org/examples/#webgpu_xr_rollercoaster,secondary,
WebGPURenderer,webgpu_xr_cubes,https://threejs.org/examples/#webgpu_xr_cubes,primary,Core rendering infrastructure
Scene,webgpu_xr_cubes,https://threejs.org/examples/#webgpu_xr_cubes,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_xr_cubes,https://threejs.org/examples/#webgpu_xr_cubes,primary,PerspectiveCamera view projection
XRSession,webgpu_xr_cubes,https://threejs.org/examples/#webgpu_xr_cubes,secondary,
WebGPURenderer,webgpu_xr_native_layers,https://threejs.org/examples/#webgpu_xr_native_layers,primary,Core rendering infrastructure
Scene,webgpu_xr_native_layers,https://threejs.org/examples/#webgpu_xr_native_layers,primary,Core rendering infrastructure
PerspectiveCamera,webgpu_xr_native_layers,https://threejs.org/examples/#webgpu_xr_native_layers,primary,PerspectiveCamera view projection
XRSession,webgpu_xr_native_layers,https://threejs.org/examples/#webgpu_xr_native_layers,secondary,
WebGLRenderer,webaudio_orientation,https://threejs.org/examples/#webaudio_orientation,primary,Core rendering infrastructure
Scene,webaudio_orientation,https://threejs.org/examples/#webaudio_orientation,primary,Core rendering infrastructure
PerspectiveCamera,webaudio_orientation,https://threejs.org/examples/#webaudio_orientation,primary,PerspectiveCamera view projection
AudioListener,webaudio_orientation,https://threejs.org/examples/#webaudio_orientation,secondary,
WebGLRenderer,webaudio_sandbox,https://threejs.org/examples/#webaudio_sandbox,primary,Core rendering infrastructure
Scene,webaudio_sandbox,https://threejs.org/examples/#webaudio_sandbox,primary,Core rendering infrastructure
PerspectiveCamera,webaudio_sandbox,https://threejs.org/examples/#webaudio_sandbox,primary,PerspectiveCamera view projection
AudioListener,webaudio_sandbox,https://threejs.org/examples/#webaudio_sandbox,secondary,
GUI,webaudio_sandbox,https://threejs.org/examples/#webaudio_sandbox,secondary,
WebGLRenderer,webaudio_timing,https://threejs.org/examples/#webaudio_timing,primary,Core rendering infrastructure
Scene,webaudio_timing,https://threejs.org/examples/#webaudio_timing,primary,Core rendering infrastructure
PerspectiveCamera,webaudio_timing,https://threejs.org/examples/#webaudio_timing,primary,PerspectiveCamera view projection
AudioListener,webaudio_timing,https://threejs.org/examples/#webaudio_timing,secondary,
WebGLRenderer,webaudio_visualizer,https://threejs.org/examples/#webaudio_visualizer,primary,Core rendering infrastructure
Scene,webaudio_visualizer,https://threejs.org/examples/#webaudio_visualizer,primary,Core rendering infrastructure
PerspectiveCamera,webaudio_visualizer,https://threejs.org/examples/#webaudio_visualizer,primary,PerspectiveCamera view projection
AudioListener,webaudio_visualizer,https://threejs.org/examples/#webaudio_visualizer,secondary,
WebGLRenderer,webxr_ar_camera_access,https://threejs.org/examples/#webxr_ar_camera_access,primary,Core rendering infrastructure
Scene,webxr_ar_camera_access,https://threejs.org/examples/#webxr_ar_camera_access,primary,Core rendering infrastructure
PerspectiveCamera,webxr_ar_camera_access,https://threejs.org/examples/#webxr_ar_camera_access,primary,PerspectiveCamera view projection
XRSession,webxr_ar_camera_access,https://threejs.org/examples/#webxr_ar_camera_access,secondary,
WebGLRenderer,webxr_ar_cones,https://threejs.org/examples/#webxr_ar_cones,primary,Core rendering infrastructure
Scene,webxr_ar_cones,https://threejs.org/examples/#webxr_ar_cones,primary,Core rendering infrastructure
PerspectiveCamera,webxr_ar_cones,https://threejs.org/examples/#webxr_ar_cones,primary,PerspectiveCamera view projection
XRSession,webxr_ar_cones,https://threejs.org/examples/#webxr_ar_cones,secondary,
WebGLRenderer,webxr_ar_hittest,https://threejs.org/examples/#webxr_ar_hittest,primary,Core rendering infrastructure
Scene,webxr_ar_hittest,https://threejs.org/examples/#webxr_ar_hittest,primary,Core rendering infrastructure
PerspectiveCamera,webxr_ar_hittest,https://threejs.org/examples/#webxr_ar_hittest,primary,PerspectiveCamera view projection
XRSession,webxr_ar_hittest,https://threejs.org/examples/#webxr_ar_hittest,secondary,
WebGLRenderer,webxr_ar_lighting,https://threejs.org/examples/#webxr_ar_lighting,primary,Core rendering infrastructure
Scene,webxr_ar_lighting,https://threejs.org/examples/#webxr_ar_lighting,primary,Core rendering infrastructure
PerspectiveCamera,webxr_ar_lighting,https://threejs.org/examples/#webxr_ar_lighting,primary,PerspectiveCamera view projection
XRSession,webxr_ar_lighting,https://threejs.org/examples/#webxr_ar_lighting,secondary,
WebGLRenderer,webxr_ar_plane_detection,https://threejs.org/examples/#webxr_ar_plane_detection,primary,Core rendering infrastructure
Scene,webxr_ar_plane_detection,https://threejs.org/examples/#webxr_ar_plane_detection,primary,Core rendering infrastructure
PerspectiveCamera,webxr_ar_plane_detection,https://threejs.org/examples/#webxr_ar_plane_detection,primary,PerspectiveCamera view projection
XRSession,webxr_ar_plane_detection,https://threejs.org/examples/#webxr_ar_plane_detection,secondary,
WebGLRenderer,webxr_vr_handinput,https://threejs.org/examples/#webxr_vr_handinput,primary,Core rendering infrastructure
Scene,webxr_vr_handinput,https://threejs.org/examples/#webxr_vr_handinput,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_handinput,https://threejs.org/examples/#webxr_vr_handinput,primary,PerspectiveCamera view projection
XRSession,webxr_vr_handinput,https://threejs.org/examples/#webxr_vr_handinput,secondary,
WebGLRenderer,webxr_vr_handinput_cubes,https://threejs.org/examples/#webxr_vr_handinput_cubes,primary,Core rendering infrastructure
Scene,webxr_vr_handinput_cubes,https://threejs.org/examples/#webxr_vr_handinput_cubes,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_handinput_cubes,https://threejs.org/examples/#webxr_vr_handinput_cubes,primary,PerspectiveCamera view projection
XRSession,webxr_vr_handinput_cubes,https://threejs.org/examples/#webxr_vr_handinput_cubes,secondary,
WebGLRenderer,webxr_vr_handinput_profiles,https://threejs.org/examples/#webxr_vr_handinput_profiles,primary,Core rendering infrastructure
Scene,webxr_vr_handinput_profiles,https://threejs.org/examples/#webxr_vr_handinput_profiles,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_handinput_profiles,https://threejs.org/examples/#webxr_vr_handinput_profiles,primary,PerspectiveCamera view projection
XRSession,webxr_vr_handinput_profiles,https://threejs.org/examples/#webxr_vr_handinput_profiles,secondary,
WebGLRenderer,webxr_vr_handinput_pointerclick,https://threejs.org/examples/#webxr_vr_handinput_pointerclick,primary,Core rendering infrastructure
Scene,webxr_vr_handinput_pointerclick,https://threejs.org/examples/#webxr_vr_handinput_pointerclick,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_handinput_pointerclick,https://threejs.org/examples/#webxr_vr_handinput_pointerclick,primary,PerspectiveCamera view projection
XRSession,webxr_vr_handinput_pointerclick,https://threejs.org/examples/#webxr_vr_handinput_pointerclick,secondary,
WebGLRenderer,webxr_vr_handinput_pointerdrag,https://threejs.org/examples/#webxr_vr_handinput_pointerdrag,primary,Core rendering infrastructure
Scene,webxr_vr_handinput_pointerdrag,https://threejs.org/examples/#webxr_vr_handinput_pointerdrag,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_handinput_pointerdrag,https://threejs.org/examples/#webxr_vr_handinput_pointerdrag,primary,PerspectiveCamera view projection
XRSession,webxr_vr_handinput_pointerdrag,https://threejs.org/examples/#webxr_vr_handinput_pointerdrag,secondary,
WebGLRenderer,webxr_vr_handinput_pressbutton,https://threejs.org/examples/#webxr_vr_handinput_pressbutton,primary,Core rendering infrastructure
Scene,webxr_vr_handinput_pressbutton,https://threejs.org/examples/#webxr_vr_handinput_pressbutton,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_handinput_pressbutton,https://threejs.org/examples/#webxr_vr_handinput_pressbutton,primary,PerspectiveCamera view projection
XRSession,webxr_vr_handinput_pressbutton,https://threejs.org/examples/#webxr_vr_handinput_pressbutton,secondary,
WebGLRenderer,webxr_vr_layers,https://threejs.org/examples/#webxr_vr_layers,primary,Core rendering infrastructure
Scene,webxr_vr_layers,https://threejs.org/examples/#webxr_vr_layers,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_layers,https://threejs.org/examples/#webxr_vr_layers,primary,PerspectiveCamera view projection
XRSession,webxr_vr_layers,https://threejs.org/examples/#webxr_vr_layers,secondary,
WebGLRenderer,webxr_vr_panorama,https://threejs.org/examples/#webxr_vr_panorama,primary,Core rendering infrastructure
Scene,webxr_vr_panorama,https://threejs.org/examples/#webxr_vr_panorama,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_panorama,https://threejs.org/examples/#webxr_vr_panorama,primary,PerspectiveCamera view projection
CubeTextureLoader,webxr_vr_panorama,https://threejs.org/examples/#webxr_vr_panorama,primary,Loads CubeTexture format assets
XRSession,webxr_vr_panorama,https://threejs.org/examples/#webxr_vr_panorama,secondary,
WebGLRenderer,webxr_vr_panorama_depth,https://threejs.org/examples/#webxr_vr_panorama_depth,primary,Core rendering infrastructure
Scene,webxr_vr_panorama_depth,https://threejs.org/examples/#webxr_vr_panorama_depth,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_panorama_depth,https://threejs.org/examples/#webxr_vr_panorama_depth,primary,PerspectiveCamera view projection
CubeTextureLoader,webxr_vr_panorama_depth,https://threejs.org/examples/#webxr_vr_panorama_depth,primary,Loads CubeTexture format assets
XRSession,webxr_vr_panorama_depth,https://threejs.org/examples/#webxr_vr_panorama_depth,secondary,
WebGLRenderer,webxr_vr_rollercoaster,https://threejs.org/examples/#webxr_vr_rollercoaster,primary,Core rendering infrastructure
Scene,webxr_vr_rollercoaster,https://threejs.org/examples/#webxr_vr_rollercoaster,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_rollercoaster,https://threejs.org/examples/#webxr_vr_rollercoaster,primary,PerspectiveCamera view projection
XRSession,webxr_vr_rollercoaster,https://threejs.org/examples/#webxr_vr_rollercoaster,secondary,
WebGLRenderer,webxr_vr_sandbox,https://threejs.org/examples/#webxr_vr_sandbox,primary,Core rendering infrastructure
Scene,webxr_vr_sandbox,https://threejs.org/examples/#webxr_vr_sandbox,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_sandbox,https://threejs.org/examples/#webxr_vr_sandbox,primary,PerspectiveCamera view projection
XRSession,webxr_vr_sandbox,https://threejs.org/examples/#webxr_vr_sandbox,secondary,
GUI,webxr_vr_sandbox,https://threejs.org/examples/#webxr_vr_sandbox,secondary,
WebGLRenderer,webxr_vr_teleport,https://threejs.org/examples/#webxr_vr_teleport,primary,Core rendering infrastructure
Scene,webxr_vr_teleport,https://threejs.org/examples/#webxr_vr_teleport,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_teleport,https://threejs.org/examples/#webxr_vr_teleport,primary,PerspectiveCamera view projection
XRSession,webxr_vr_teleport,https://threejs.org/examples/#webxr_vr_teleport,secondary,
WebGLRenderer,webxr_vr_video,https://threejs.org/examples/#webxr_vr_video,primary,Core rendering infrastructure
Scene,webxr_vr_video,https://threejs.org/examples/#webxr_vr_video,primary,Core rendering infrastructure
PerspectiveCamera,webxr_vr_video,https://threejs.org/examples/#webxr_vr_video,primary,PerspectiveCamera view projection
XRSession,webxr_vr_video,https://threejs.org/examples/#webxr_vr_video,secondary,
VideoTexture,webxr_vr_video,https://threejs.org/examples/#webxr_vr_video,secondary,
WebGLRenderer,webxr_xr_ballshooter,https://threejs.org/examples/#webxr_xr_ballshooter,primary,Core rendering infrastructure
Scene,webxr_xr_ballshooter,https://threejs.org/examples/#webxr_xr_ballshooter,primary,Core rendering infrastructure
PerspectiveCamera,webxr_xr_ballshooter,https://threejs.org/examples/#webxr_xr_ballshooter,primary,PerspectiveCamera view projection
XRSession,webxr_xr_ballshooter,https://threejs.org/examples/#webxr_xr_ballshooter,secondary,
WebGLRenderer,webxr_xr_controls_transform,https://threejs.org/examples/#webxr_xr_controls_transform,primary,Core rendering infrastructure
Scene,webxr_xr_controls_transform,https://threejs.org/examples/#webxr_xr_controls_transform,primary,Core rendering infrastructure
PerspectiveCamera,webxr_xr_controls_transform,https://threejs.org/examples/#webxr_xr_controls_transform,primary,PerspectiveCamera view projection
TransformControls,webxr_xr_controls_transform,https://threejs.org/examples/#webxr_xr_controls_transform,primary,TransformControls user interaction
XRSession,webxr_xr_controls_transform,https://threejs.org/examples/#webxr_xr_controls_transform,secondary,
WebGLRenderer,webxr_xr_cubes,https://threejs.org/examples/#webxr_xr_cubes,primary,Core rendering infrastructure
Scene,webxr_xr_cubes,https://threejs.org/examples/#webxr_xr_cubes,primary,Core rendering infrastructure
PerspectiveCamera,webxr_xr_cubes,https://threejs.org/examples/#webxr_xr_cubes,primary,PerspectiveCamera view projection
XRSession,webxr_xr_cubes,https://threejs.org/examples/#webxr_xr_cubes,secondary,
WebGLRenderer,webxr_xr_dragging,https://threejs.org/examples/#webxr_xr_dragging,primary,Core rendering infrastructure
Scene,webxr_xr_dragging,https://threejs.org/examples/#webxr_xr_dragging,primary,Core rendering infrastructure
PerspectiveCamera,webxr_xr_dragging,https://threejs.org/examples/#webxr_xr_dragging,primary,PerspectiveCamera view projection
XRSession,webxr_xr_dragging,https://threejs.org/examples/#webxr_xr_dragging,secondary,
