name,source,category,subcategory,type,url,description,project_tags,domain_tags,production_ready,learning_value,blender_dep,sacred_circuits_relevance,priority_score,related_apis,example_count,notes
SBic,native-audio,Segmentation,Structural,library,https://essentia.upf.edu/reference/std_SBic.html,Audio segmentation using Bayesian Information Criterion,Orbs;Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Automatic section detection
HarmonicModelAnal,native-audio,Synthesis,Analysis,library,https://essentia.upf.edu/reference/std_HarmonicModelAnal.html,Harmonic model analysis for sinusoidal decomposition,Pantheon;Ritual,,0.5,0.5,0.0,0.5,0.65,,0,Analysis-synthesis for voice transformation
SineModelSynth,native-audio,Synthesis,Resynthesis,library,https://essentia.upf.edu/reference/std_SineModelSynth.html,Sinusoidal model synthesis from analysis data,Pantheon;Ritual,,0.5,0.5,0.0,0.5,0.65,,0,Creative voice transformation
TensorflowPredictMusiCNN,native-audio,Machine Learning,Classification,library,https://essentia.upf.edu/reference/std_TensorflowPredictMusiCNN.html,Music auto-tagging using MusiCNN deep learning model,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Pre-trained music understanding
TensorflowPredictVGGish,native-audio,Machine Learning,Embeddings,library,https://essentia.upf.edu/reference/std_TensorflowPredictVGGish.html,Audio feature extraction using VGGish embeddings,Orbs;Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Transfer learning audio features
Chromaprinter,native-audio,Fingerprinting,Identification,library,https://essentia.upf.edu/reference/std_Chromaprinter.html,Audio fingerprinting using Chromaprint algorithm,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Audio asset management
MusicExtractor,native-audio,Extractors,Full Pipeline,library,https://essentia.upf.edu/reference/std_MusicExtractor.html,All-in-one music feature extraction pipeline,Orbs;Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Extracts hundreds of features at once
Essentia.js,native-audio,Web,Full Library,library,https://mtg.github.io/essentia.js/,JavaScript port of Essentia for web-based audio analysis,Orbs;Pantheon;Ritual,,0.5,0.5,0.0,0.5,0.65,,0,Enables client-side audio features
MonoLoader,native-audio,Input/Output,Loading,library,https://essentia.upf.edu/reference/std_MonoLoader.html,Audio file loader with automatic downmix and resampling,Pantheon;Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Simplest way to load audio
AudioLoader,native-audio,Input/Output,Loading,library,https://essentia.upf.edu/reference/std_AudioLoader.html,Multi-channel audio file loader with metadata,Pantheon;Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Preserves channel and metadata info
Windowing,native-audio,Standard,Preprocessing,library,https://essentia.upf.edu/reference/std_Windowing.html,Window functions (Hann/Hamming/Blackman) for spectral analysis,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Required step in spectral analysis
FrameCutter,native-audio,Standard,Preprocessing,library,https://essentia.upf.edu/reference/std_FrameCutter.html,Slices audio signal into overlapping analysis frames,Orbs;Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Foundation of frame-based analysis
Spectrum,native-audio,Standard,Spectral,library,https://essentia.upf.edu/reference/std_Spectrum.html,Magnitude spectrum computation from time-domain signal,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Core spectral representation
AutoCorrelation,native-audio,Standard,Analysis,library,https://essentia.upf.edu/reference/std_AutoCorrelation.html,Autocorrelation for periodicity and pitch analysis,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Foundation for pitch detection
ConstantQ,native-audio,Standard,Spectral,library,https://essentia.upf.edu/reference/std_ConstantQ.html,Constant-Q transform with logarithmic frequency resolution,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Better than FFT for musical content
Resample,native-audio,Standard,Utility,library,https://essentia.upf.edu/reference/std_Resample.html,Audio signal resampling to target sample rate,Orbs;Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Match hardware sample rates
PCA,native-audio,Transformations,Dimensionality,library,https://essentia.upf.edu/reference/std_PCA.html,Principal Component Analysis for feature reduction,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Feature space compression
CrossSimilarityMatrix,native-audio,Music Similarity,Comparison,library,https://essentia.upf.edu/reference/std_CrossSimilarityMatrix.html,Euclidean cross-similarity between feature sequences,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Content-based similarity
FadeDetection,native-audio,Duration/Silence,Detection,library,https://essentia.upf.edu/reference/std_FadeDetection.html,Detect fade-in and fade-out regions in audio,Pantheon;Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Automated edit point detection
StartStopSilence,native-audio,Duration/Silence,Detection,library,https://essentia.upf.edu/reference/std_StartStopSilence.html,Detect where sound begins and ends in recording,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Auto-trim for voice assets
ERBBands,native-audio,Spectral,Bands,library,https://essentia.upf.edu/reference/std_ERBBands.html,Equivalent Rectangular Bandwidth frequency band energies,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Closest to human cochlear response
GFCC,native-audio,Spectral,Cepstral,library,https://essentia.upf.edu/reference/std_GFCC.html,Gammatone-frequency cepstral coefficients,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Complementary to MFCC for voice ID
BFCC,native-audio,Spectral,Cepstral,library,https://essentia.upf.edu/reference/std_BFCC.html,Bark-frequency cepstral coefficients,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Psychoacoustic timbre features
TuningFrequency,native-audio,Tonal,Tuning,library,https://essentia.upf.edu/reference/std_TuningFrequency.html,Concert pitch / tuning frequency estimation,Orbs;Ritual,,0.5,0.5,0.0,0.5,0.65,,0,432Hz vs 440Hz detection
HarmonicPeaks,native-audio,Tonal,Harmony,library,https://essentia.upf.edu/reference/std_HarmonicPeaks.html,Harmonic peak extraction from spectral peaks,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Voice harmonic analysis
Tristimulus,native-audio,Tonal,Timbre,library,https://essentia.upf.edu/reference/std_Tristimulus.html,Timbre descriptor based on harmonic energy distribution,Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Maps harmonics to perceptual timbre
SuperFluxExtractor,native-audio,Rhythm,Onsets,library,https://essentia.upf.edu/reference/std_SuperFluxExtractor.html,Onset detection using SuperFlux algorithm,Orbs;Ritual,,0.5,0.5,0.0,0.5,0.65,,0,Best onset detection algorithm
Loudness,native-audio,Loudness,Measurement,library,https://essentia.upf.edu/reference/std_Loudness.html,Steven's power law loudness estimation,Orbs;Pantheon,,0.5,0.5,0.0,0.5,0.65,,0,Perceptually-weighted volume
HFC,native-audio,Spectral,Features,library,https://essentia.upf.edu/reference/std_HFC.html,High Frequency Content for onset and brightness detection,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Sensitive to transient attacks
PowerSpectrum,native-audio,Spectral,Basic,library,https://essentia.upf.edu/reference/std_PowerSpectrum.html,Power spectrum (squared magnitude) computation,Orbs,,0.5,0.5,0.0,0.5,0.65,,0,Energy-weighted spectrum
ArrowHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/ArrowHelper,,Constellation|Ritual,xr,0.6,0.4,0.1,0.5,0.64,,0,
AxesHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/AxesHelper,,Constellation,rendering,0.6,0.4,0.1,0.5,0.64,,0,
Box3Helper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/Box3Helper,,Constellation,math,0.6,0.4,0.1,0.5,0.64,,0,
BoxHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/BoxHelper,,Constellation,rendering,0.6,0.4,0.1,0.5,0.64,,0,
CameraHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/CameraHelper,,Constellation,rendering,0.6,0.4,0.1,0.5,0.64,,0,
GridHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/GridHelper,,Constellation,rendering,0.6,0.4,0.1,0.5,0.64,,0,
PlaneHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/PlaneHelper,,Constellation,math,0.6,0.4,0.1,0.5,0.64,,0,
PolarGridHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/PolarGridHelper,,Constellation|Ritual,xr,0.6,0.4,0.1,0.5,0.64,,0,
SkeletonHelper,threejs-docs,Reference,Helpers,api,https://threejs.org/docs/#api/en/helpers/SkeletonHelper,,Constellation|Pantheon,animation,0.6,0.4,0.1,0.5,0.64,,0,
CSMHelper,threejs-docs,Addons,Csm,api,https://threejs.org/docs/#examples/en/csm/CSMHelper,Addon/Example class,Constellation,lighting,0.6,0.4,0.1,0.5,0.64,,0,Addon/Example class
PositionalAudioHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/PositionalAudioHelper,Addon/Example class,Constellation|Pantheon,audio,0.6,0.4,0.1,0.5,0.64,,0,Addon/Example class
VertexNormalsHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/VertexNormalsHelper,Addon/Example class,Constellation,materials,0.6,0.4,0.1,0.5,0.64,,0,Addon/Example class
VertexTangentsHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/VertexTangentsHelper,Addon/Example class,Constellation|Wall,rendering,0.6,0.4,0.1,0.5,0.64,,0,Addon/Example class
ViewHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/ViewHelper,Addon/Example class,Constellation,rendering,0.6,0.4,0.1,0.5,0.64,,0,Addon/Example class
SelectionHelper,threejs-docs,Addons,Interactive,api,https://threejs.org/docs/#examples/en/interactive/SelectionHelper,Addon/Example class,Constellation|Ritual,interaction,0.6,0.4,0.1,0.5,0.64,,0,Addon/Example class
NodeMaterialObserver,threejs-docs,Materials,Node,api,https://threejs.org/docs/#api/en/materials/NodeMaterialObserver,Observes and tracks changes in NodeMaterial properties,Orbs,node,0.6,0.4,0.1,0.5,0.64,,0,Observes and tracks changes in NodeMaterial properties
ShadowNodeMaterial,threejs-docs,Materials,Special,api,https://threejs.org/docs/#api/en/materials/ShadowNodeMaterial,Node-based shadow material for WebGPU,Pantheon,special,0.6,0.4,0.1,0.5,0.64,,0,Node-based shadow material for WebGPU
GCodeLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/GCodeLoader,Loads G-code CNC/3D printer files as line geometry,Constellation,loaders,0.6,0.4,0.1,0.5,0.64,,0,Loads G-code CNC/3D printer files as line geometry
KTXLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/KTXLoader,Loads KTX compressed texture format,Orbs,loaders,0.6,0.4,0.1,0.5,0.64,,0,Loads KTX compressed texture format
UltraHDRLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/UltraHDRLoader,Loads Ultra HDR gain map images,Orbs,loaders,0.6,0.4,0.1,0.5,0.64,,0,Loads Ultra HDR gain map images
LUT3dlLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/LUT3dlLoader,Loads 3DL color lookup table files,Orbs,loaders,0.6,0.4,0.1,0.5,0.64,,0,Loads 3DL color lookup table files
LUTCubeLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/LUTCubeLoader,Loads .cube color lookup table files,Orbs,loaders,0.6,0.4,0.1,0.5,0.64,,0,Loads .cube color lookup table files
LUTImageLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/LUTImageLoader,Loads color LUT from image files,Orbs,loaders,0.6,0.4,0.1,0.5,0.64,,0,Loads color LUT from image files
ColorEnvironment,threejs-docs,Addons,Environments,api,https://threejs.org/docs/#examples/en/environments/ColorEnvironment,Solid color environment map,Orbs,environments,0.6,0.4,0.1,0.5,0.64,,0,Solid color environment map
RapierHelper,threejs-docs,Addons,Helpers,api,https://threejs.org/docs/#examples/en/helpers/RapierHelper,Debug visualization for Rapier physics bodies,Ritual,helpers,0.6,0.4,0.1,0.5,0.64,,0,Debug visualization for Rapier physics bodies
ColorSpaces,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/ColorSpaces,Extended color space conversion utilities,Orbs,math,0.6,0.4,0.1,0.5,0.64,,0,Extended color space conversion utilities
ReflectorForSSRPass,threejs-docs,Addons,Objects,api,https://threejs.org/docs/#examples/en/objects/ReflectorForSSRPass,Reflector optimized for screen-space reflections pass,Orbs,objects,0.6,0.4,0.1,0.5,0.64,,0,Reflector optimized for screen-space reflections pass
GrannyKnot,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/GrannyKnot,Granny knot parametric curve,Constellation,curves,0.6,0.4,0.1,0.5,0.64,,0,Granny knot parametric curve
KnotCurve,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/KnotCurve,Decorative knot parametric curve,Constellation,curves,0.6,0.4,0.1,0.5,0.64,,0,Decorative knot parametric curve
TrefoilKnot,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/TrefoilKnot,Trefoil knot parametric curve,Constellation,curves,0.6,0.4,0.1,0.5,0.64,,0,Trefoil knot parametric curve
TorusKnot,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/TorusKnot,Torus knot parametric curve,Constellation|Orbs,curves,0.6,0.4,0.1,0.5,0.64,,0,Torus knot parametric curve
CinquefoilKnot,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/CinquefoilKnot,Cinquefoil knot parametric curve,Constellation,curves,0.6,0.4,0.1,0.5,0.64,,0,Cinquefoil knot parametric curve
VivianiCurve,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/VivianiCurve,Viviani curve (sphere-cylinder intersection),Constellation,curves,0.6,0.4,0.1,0.5,0.64,,0,Viviani curve (sphere-cylinder intersection)
XRHandPrimitiveModel,threejs-docs,Addons,WebXR,api,https://threejs.org/docs/#examples/en/webxr/XRHandPrimitiveModel,Simple primitive hand model (spheres/boxes),Ritual,webxr,0.6,0.4,0.1,0.5,0.64,,0,Simple primitive hand model (spheres/boxes)
OculusHandPointerModel,threejs-docs,Addons,WebXR,api,https://threejs.org/docs/#examples/en/webxr/OculusHandPointerModel,Pointer ray model for Quest hand tracking,Ritual,webxr,0.6,0.4,0.1,0.5,0.64,,0,Pointer ray model for Quest hand tracking
Gyroscope,threejs-docs,Addons,Misc,api,https://threejs.org/docs/#examples/en/misc/Gyroscope,Object that maintains world orientation regardless of parent,Ritual,misc,0.6,0.4,0.1,0.5,0.64,,0,Object that maintains world orientation regardless of parent
DenoiseNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/DenoiseNode,Denoising filter for ray-traced effects,Orbs,tsl,0.6,0.4,0.1,0.5,0.64,,0,Denoising filter for ray-traced effects
BilateralBlurNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/BilateralBlurNode,Edge-preserving bilateral blur for WebGPU,Orbs,tsl,0.6,0.4,0.1,0.5,0.64,,0,Edge-preserving bilateral blur for WebGPU
SSAAPassNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/SSAAPassNode,Super-sampling AA pass for WebGPU,Orbs,tsl,0.6,0.4,0.1,0.5,0.64,,0,Super-sampling AA pass for WebGPU
PixelationPassNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/PixelationPassNode,Full pixelation render pass for WebGPU,Orbs|Wall,tsl,0.6,0.4,0.1,0.5,0.64,,0,Full pixelation render pass for WebGPU
TiledLightsNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/TiledLightsNode,Tiled lighting node for efficient multi-light,Pantheon|Orbs,tsl,0.6,0.4,0.1,0.5,0.64,,0,Tiled lighting node for efficient multi-light
GeometryCompressionUtils,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/GeometryCompressionUtils,Compresses geometry data for reduced memory,Orbs|Constellation,utils,0.6,0.4,0.1,0.5,0.64,,0,Compresses geometry data for reduced memory
DecalGeometry,threejs-docs,Addons,Geometries,api,https://threejs.org/docs/#examples/en/geometries/DecalGeometry,Addon/Example class,Orbs,geometry,0.7,0.7,0.8,0.5,0.63,,2,Addon/Example class
OBJLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/OBJLoader,Addon/Example class,Orbs,loading,0.7,0.7,0.8,0.5,0.63,,12,Addon/Example class
STLLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/STLLoader,Addon/Example class,Orbs,loading,0.7,0.7,0.8,0.5,0.63,,12,Addon/Example class
PLYLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/PLYLoader,Addon/Example class,Orbs,loading,0.7,0.7,0.8,0.5,0.63,,12,Addon/Example class
ColladaLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/ColladaLoader,Addon/Example class,Orbs,loading,0.7,0.7,0.8,0.5,0.63,,12,Addon/Example class
MTLLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/MTLLoader,Loads MTL material files for OBJ models,Pantheon,loaders,0.8,0.5,0.7,0.5,0.63,,0,Loads MTL material files for OBJ models
IESLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/IESLoader,Loads IES photometric light profile data,Pantheon,loaders,0.7,0.4,0.4,0.5,0.62,,0,Loads IES photometric light profile data
SkeletonUtils,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/SkeletonUtils,Skeleton retargeting and manipulation utilities,Pantheon,utils,0.8,0.6,0.9,0.5,0.62,,0,Skeleton retargeting and manipulation utilities
ParametricGeometry,threejs-docs,Addons,Geometries,api,https://threejs.org/docs/#examples/en/geometries/ParametricGeometry,Addon/Example class,Ritual,geometry|xr,0.5,0.7,0.5,0.5,0.61,,2,Addon/Example class
TeapotGeometry,threejs-docs,Addons,Geometries,api,https://threejs.org/docs/#examples/en/geometries/TeapotGeometry,Addon/Example class,Orbs,geometry,0.5,0.7,0.5,0.5,0.61,,2,Addon/Example class
SSSLightingModel,threejs-docs,Materials,Special,api,https://threejs.org/docs/#api/en/materials/SSSLightingModel,Subsurface scattering lighting model implementation,Orbs|Pantheon,special,0.6,0.5,0.4,0.5,0.61,,0,Subsurface scattering lighting model implementation
VOXLoader,threejs-docs,Addons,Loaders,api,https://threejs.org/docs/#examples/en/loaders/VOXLoader,Loads MagicaVoxel VOX voxel models,Orbs|Constellation,loaders,0.6,0.5,0.4,0.5,0.61,,0,Loads MagicaVoxel VOX voxel models
CSMFrustum,threejs-docs,Addons,CSM,api,https://threejs.org/docs/#examples/en/csm/CSMFrustum,Frustum calculation for cascaded shadow splits,Pantheon,csm,0.6,0.3,0.1,0.5,0.61,,0,Frustum calculation for cascaded shadow splits
TrefoilPolynomialKnot,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/TrefoilPolynomialKnot,Polynomial trefoil knot curve,Constellation,curves,0.6,0.3,0.1,0.5,0.61,,0,Polynomial trefoil knot curve
FigureEightPolynomialKnot,threejs-docs,Addons,Curves,api,https://threejs.org/docs/#examples/en/curves/FigureEightPolynomialKnot,Figure-eight polynomial knot curve,Constellation,curves,0.6,0.3,0.1,0.5,0.61,,0,Figure-eight polynomial knot curve
ProgressiveLightMap,threejs-docs,Addons,Misc,api,https://threejs.org/docs/#examples/en/misc/ProgressiveLightMap,Progressive lightmap baking in real-time,Orbs|Pantheon,misc,0.6,0.5,0.4,0.5,0.61,,0,Progressive lightmap baking in real-time
ConvexObjectBreaker,threejs-docs,Addons,Misc,api,https://threejs.org/docs/#examples/en/misc/ConvexObjectBreaker,Breaks convex objects into pieces for destruction effects,Ritual,misc,0.6,0.5,0.4,0.5,0.61,,0,Breaks convex objects into pieces for destruction effects
UVsDebug,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/UVsDebug,UV coordinate visualization for debugging,Pantheon|Orbs,utils,0.6,0.5,0.4,0.5,0.61,,0,UV coordinate visualization for debugging
SortUtils,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/SortUtils,Sorting utilities for depth ordering,Orbs,utils,0.6,0.3,0.1,0.5,0.61,,0,Sorting utilities for depth ordering
WebGLTextureUtils,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/WebGLTextureUtils,WebGL-specific texture utility functions,Orbs,utils,0.6,0.3,0.1,0.5,0.61,,0,WebGL-specific texture utility functions
CSM,threejs-docs,Addons,Csm,api,https://threejs.org/docs/#examples/en/csm/CSM,Addon/Example class,Orbs,lighting,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
AnaglyphEffect,threejs-docs,Addons,Effects,api,https://threejs.org/docs/#examples/en/effects/AnaglyphEffect,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
AsciiEffect,threejs-docs,Addons,Effects,api,https://threejs.org/docs/#examples/en/effects/AsciiEffect,Addon/Example class,Wall,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
OutlineEffect,threejs-docs,Addons,Effects,api,https://threejs.org/docs/#examples/en/effects/OutlineEffect,Addon/Example class,Constellation,postprocessing,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
ParallaxBarrierEffect,threejs-docs,Addons,Effects,api,https://threejs.org/docs/#examples/en/effects/ParallaxBarrierEffect,Addon/Example class,Ritual,xr,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
StereoEffect,threejs-docs,Addons,Effects,api,https://threejs.org/docs/#examples/en/effects/StereoEffect,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
DebugEnvironment,threejs-docs,Addons,Environments,api,https://threejs.org/docs/#examples/en/environments/DebugEnvironment,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
RoomEnvironment,threejs-docs,Addons,Environments,api,https://threejs.org/docs/#examples/en/environments/RoomEnvironment,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
EXRExporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/EXRExporter,Addon/Example class,Ritual,loading|xr,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
KTX2Exporter,threejs-docs,Addons,Exporters,api,https://threejs.org/docs/#examples/en/exporters/KTX2Exporter,Addon/Example class,Orbs,loading,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
HTMLMesh,threejs-docs,Addons,Interactive,api,https://threejs.org/docs/#examples/en/interactive/HTMLMesh,Addon/Example class,Wall,geometry|interaction,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
InteractiveGroup,threejs-docs,Addons,Interactive,api,https://threejs.org/docs/#examples/en/interactive/InteractiveGroup,Addon/Example class,Ritual,interaction,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
SelectionBox,threejs-docs,Addons,Interactive,api,https://threejs.org/docs/#examples/en/interactive/SelectionBox,Addon/Example class,Ritual,interaction,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
ConvexHull,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/ConvexHull,Addon/Example class,Orbs,geometry|math,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
Lut,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/Lut,Addon/Example class,Orbs,loading|math,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
MeshSurfaceSampler,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/MeshSurfaceSampler,Addon/Example class,Pantheon,geometry|math,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
OBB,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/OBB,Addon/Example class,Orbs,math,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
Octree,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/Octree,Addon/Example class,Orbs,geometry|math,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
SimplexNoise,threejs-docs,Addons,Math,api,https://threejs.org/docs/#examples/en/math/SimplexNoise,Addon/Example class,Orbs,math,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
EdgeSplitModifier,threejs-docs,Addons,Modifiers,api,https://threejs.org/docs/#examples/en/modifiers/EdgeSplitModifier,Addon/Example class,Constellation,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
Flow,threejs-docs,Addons,Modifiers,api,https://threejs.org/docs/#examples/en/modifiers/Flow,Addon/Example class,Orbs,animation,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
InstancedFlow,threejs-docs,Addons,Modifiers,api,https://threejs.org/docs/#examples/en/modifiers/InstancedFlow,Addon/Example class,Orbs,animation,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
SimplifyModifier,threejs-docs,Addons,Modifiers,api,https://threejs.org/docs/#examples/en/modifiers/SimplifyModifier,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
TessellateModifier,threejs-docs,Addons,Modifiers,api,https://threejs.org/docs/#examples/en/modifiers/TessellateModifier,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
LensflareElement,threejs-docs,Addons,Objects,api,https://threejs.org/docs/#examples/en/objects/LensflareElement,Addon/Example class,Ritual,geometry|lighting|xr,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
XRControllerModelFactory,threejs-docs,Addons,Webxr,api,https://threejs.org/docs/#examples/en/webxr/XRControllerModelFactory,Addon/Example class,Ritual,geometry|xr,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
XRHandModelFactory,threejs-docs,Addons,Webxr,api,https://threejs.org/docs/#examples/en/webxr/XRHandModelFactory,Addon/Example class,Ritual,xr,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
SceneOptimizer,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/SceneOptimizer,Addon/Example class,Orbs,rendering,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
WorkerPool,threejs-docs,Addons,Utils,api,https://threejs.org/docs/#examples/en/utils/WorkerPool,Addon/Example class,Orbs,loading,0.5,0.4,0.1,0.5,0.6,,0,Addon/Example class
WGSLNodeBuilder,threejs-docs,Renderers,NodeSystem,api,https://threejs.org/docs/#api/en/renderers/WGSLNodeBuilder,Compiles node graph to WGSL shaders,Orbs,nodesystem,0.5,0.4,0.1,0.5,0.6,,0,Compiles node graph to WGSL shaders
InspectorBase,threejs-docs,Renderers,Debug,api,https://threejs.org/docs/#api/en/renderers/InspectorBase,Base class for renderer inspection tools,Orbs,debug,0.5,0.4,0.1,0.5,0.6,,0,Base class for renderer inspection tools
SVGObject,threejs-docs,Addons,Renderers,api,https://threejs.org/docs/#examples/en/renderers/SVGObject,Object3D wrapper for SVG elements,Wall,renderers,0.5,0.4,0.1,0.5,0.6,,0,Object3D wrapper for SVG elements
AnaglyphPassNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/AnaglyphPassNode,Anaglyph stereoscopic pass for WebGPU,Ritual,tsl,0.5,0.4,0.1,0.5,0.6,,0,Anaglyph stereoscopic pass for WebGPU
TileShadowNode,threejs-docs,Addons,TSL,api,https://threejs.org/docs/#examples/en/tsl/TileShadowNode,Tiled shadow map node for many lights,Pantheon,tsl,0.5,0.4,0.1,0.5,0.6,,0,Tiled shadow map node for many lights
